,cell_class,coord_X,coord_Y
127074,Endo,0.1329084,0.01949557
107268,L6 CT,0.013328642,0.21244189
86191,L2/3 IT,-0.3823577,0.11502429
63156,Micro,0.2084354,-0.017941583
126954,L6b,0.38701934,0.03845156
196672,L2/3 IT,-0.34112048,-0.08965637
62774,L2/3 IT,-0.12427749,-0.1312428
106582,Pvalb,0.26456127,-0.22749838
86804,L2/3 IT,-0.22130558,-0.14114061
127582,L4/5 IT,-0.14401197,0.032202862
106533,Oligo,0.21974574,0.062000684
127603,L4/5 IT,-0.33301693,0.16325411
62400,L6 CT,0.2572847,0.03949435
258226,L5 ET,-0.04823681,-0.021785714
196558,Astro,-0.066579446,0.46720332
127712,Vip,0.181331,-0.37587318
62340,L5 IT,-0.08960326,0.18778741
62323,L4/5 IT,0.16257297,-0.35651383
196533,L4/5 IT,-0.0057500266,-0.17506161
127756,Endo,-0.20192704,0.02288524
269666,Endo,-0.14618875,-0.08329847
62196,L6 IT,0.16691977,-0.086584255
62439,L2/3 IT,-0.2845599,-0.058202118
127533,Endo,-0.08297297,-0.09379332
127503,L4/5 IT,-0.19493125,0.06642775
127498,L4/5 IT,-0.16403542,0.0483632
86572,L5 IT,-0.21091047,0.3856011
127335,L5 IT,0.20876457,-0.044816177
261879,VLMC,-0.4641579,-0.038961384
106735,Peri,0.06036518,0.3626505
127353,L4/5 IT,0.07779747,-0.20792505
209941,L6 CT,-0.06798207,0.20613807
127369,L6 CT,0.060084384,0.120827936
127319,L4/5 IT,-0.15110771,0.059779033
106719,Peri,-0.28371596,0.08859733
218032,PVM,0.112180546,0.30007556
218034,L4/5 IT,0.091392145,-0.23079708
244076,PVM,0.16495515,0.099297084
62554,Pvalb,0.21090384,-0.20360121
86779,L2/3 IT,-0.3058801,0.056975313
127479,L5 ET,0.07038376,-0.1406371
218081,L6 IT,0.3722344,-0.15600467
209912,L6 CT,0.2825091,0.019946326
126094,L4/5 IT,-0.23622374,0.12046508
107411,OPC,0.0742996,0.16875643
203230,Lamp5,-0.1339996,-0.2185567
126345,Micro,-0.11500271,-0.28630316
210291,L4/5 IT,-0.03398873,-0.16978252
63830,L4/5 IT,-0.13376929,0.0527888
269447,L2/3 IT,-0.24586017,0.0045483075
126421,L4/5 IT,-0.31092754,0.19450784
85665,L5 ET,-0.26717663,0.24316943
63747,L4/5 IT,-0.23422483,0.035377212
197019,L5 ET,-0.004760232,-0.05067285
126444,L4/5 IT,-0.06492986,-0.109823704
217562,Astro,-0.049093414,0.22369859
85683,Endo,-0.38954955,-0.10844269
126451,OPC,-0.009583551,0.0033301115
126454,L5 IT,-0.0630115,0.14428279
85709,L6 CT,-0.06894602,0.3739946
63654,Astro,0.11879654,-0.4038448
85591,Astro,0.1579663,0.18750331
107736,Micro,0.2956047,-0.07849489
63881,Astro,-0.10474631,-0.09468029
107745,L4/5 IT,0.18511066,-0.3399348
126099,Oligo,0.021669012,-0.16420728
107822,L2/3 IT,-0.41850647,0.019386034
126116,L5 IT,0.08661039,-0.133481
85523,L6 IT,-0.081327245,0.37758797
258471,L6 IT,0.07494058,0.19722787
126189,Oligo,0.13146307,-0.13145295
64091,L4/5 IT,0.20470662,-0.34636983
63620,L2/3 IT,-0.032627054,-0.21723557
85551,L6 CT,-0.097028196,0.24284524
210302,L4/5 IT,-0.29844603,0.20771071
269420,L4/5 IT,0.16697434,-0.20913923
126263,Astro,0.3209941,0.20853484
269423,L4/5 IT,-0.107332766,-0.07902808
126275,L2/3 IT,-0.24528518,-0.16639271
126277,Astro,-0.23362821,-0.13488552
107763,L6 CT,0.3138344,0.031201951
63997,L5 ET,0.15696377,-0.14191444
258336,PVM,-0.19775,-0.2795494
85724,L6 CT,0.081296116,0.058084898
265459,L2/3 IT,-0.43383628,0.07169733
196897,Oligo,0.218536,0.2785268
196893,Sst,-0.10283972,-0.087783694
85980,Astro,0.059254494,-0.38377157
107504,VLMC,-0.031163633,-0.38042736
126844,SMC,0.403981,-0.026857316
269511,L2/3 IT,0.17576787,-0.3719761
242807,L6 CT,-0.021909162,0.19165796
126854,Oligo,0.052267354,0.1147796
63346,Astro,-0.10737352,0.13709739
217729,Oligo,0.25141522,0.20101324
217730,L4/5 IT,0.06073797,-0.1879659
203224,L6 IT,0.27743408,-0.039166726
126916,L6 CT,-0.004320208,0.3292183
203228,L2/3 IT,-0.10207132,-0.27184275
217732,Astro,0.29520133,0.21856877
85960,L4/5 IT,-0.27151713,0.19394803
63430,Endo,-0.10170387,0.3005811
85954,Oligo,-0.05692236,0.013997816
63432,Astro,0.050955374,-0.26803452
261749,L4/5 IT,-0.13911718,-0.08717272
126558,Astro,0.054147687,0.43313044
242821,L5 ET,0.060234796,-0.104762
196981,L2/3 IT,-0.34461275,0.101163365
217624,L2/3 IT,0.05818018,-0.3207127
126586,Oligo,0.16694334,0.26144305
85820,L4/5 IT,0.22875105,-0.33668524
258414,L2/3 IT,-0.13602309,-0.25033784
107562,Oligo,0.028315801,0.4091906
126651,SMC,-0.27553725,0.16327
107530,L4/5 IT,0.2015653,-0.3062459
126676,L4/5 IT,-0.27668732,0.097584836
107524,L2/3 IT,-0.26517656,-0.0651295
85940,L4/5 IT,-0.1573292,-0.09812564
203182,L2/3 IT,-0.21678595,-0.18170857
245169,Pvalb,-0.062253848,0.22185794
126610,Oligo,0.043860357,0.42662174
70683,L5 ET,0.25600812,-0.28070518
88702,Astro,-0.0039556883,-0.232458
97113,L4/5 IT,-0.108642325,-0.19122484
165446,Endo,0.2917158,-0.1367209
171726,Astro,-0.3617618,0.13207683
227637,L5 IT,0.34049174,-0.36222908
171754,L5 IT,-0.16884995,0.123787634
8614,Micro,0.06908651,-0.11139754
8558,L2/3 IT,-0.28244936,-0.10878609
236108,Astro,-0.45438525,0.013852149
150371,L6 IT,-0.028980615,0.3772465
158287,L6 CT,0.043891232,0.22667721
247542,OPC,0.18069507,-0.3630628
150336,VLMC,0.17096907,-0.5122868
181667,L2/3 IT,-0.19340277,-0.1968028
248902,L4/5 IT,-0.07750871,-0.06771919
171818,L5 IT,-0.01131938,0.01628384
250580,Astro,0.1650403,0.26960206
150317,L5 IT,0.2728737,-0.32525417
252962,L6 CT,-0.10266617,0.3818587
250579,L6 CT,0.2518818,-0.1303685
171901,SMC,-0.52937365,0.029964104
236153,Pvalb,0.21260439,-0.27040797
241170,L6 CT,0.07276213,0.1832053
227595,L6b,-0.0042877793,0.3875176
8400,PVM,0.24650066,0.20775473
8399,Oligo,0.44777805,-0.006304333
230670,Peri,0.18160458,-0.25808835
233633,Endo,0.052719023,-0.20382819
250585,Oligo,0.330639,0.06767929
150445,L6 CT,-0.15272601,0.28534627
188829,L2/3 IT,-0.04335926,-0.20355868
252983,Oligo,0.11255884,0.33321276
227739,L6 IT,0.33339706,-0.07191494
25009,Endo,-0.17340606,0.23369429
239685,Oligo,0.22950692,-0.23455888
8873,Endo,0.33963972,-0.065705486
150621,L2/3 IT,-0.12987654,-0.162592
254306,Endo,-0.09378904,-0.2337546
158054,Astro,-0.044543885,0.10392325
24990,OPC,0.07169691,-0.41377312
171660,L4/5 IT,-0.21238428,0.016486391
33704,L6 CT,0.027813371,0.34882262
233684,L2/3 IT,-0.27593416,-0.12790771
165458,OPC,-0.40687934,-0.039848313
33723,Endo,0.12937947,-0.13796782
24918,Astro,0.17013253,0.107350655
274453,L5 IT,-0.16821083,0.23314163
227710,L4/5 IT,-0.211213,0.10511061
15759,Peri,-0.034581132,0.036771864
188785,L2/3 IT,-0.23100707,-0.16535154
8830,Astro,0.12427482,-0.3140143
24917,Oligo,-0.36320698,0.12653428
24893,L6 CT,0.24892895,0.04330208
227683,L4/5 IT,-0.2774685,0.10653638
24888,L2/3 IT,-0.26698267,-0.117000595
274437,L2/3 IT,-0.30004016,-0.010323573
24879,L6 CT,0.4263915,-0.043019723
227662,L4/5 IT,0.082555056,-0.19526407
8731,Oligo,0.22316729,0.049587727
181606,L2/3 IT,-0.08886433,-0.17784908
33655,OPC,-0.11057241,-0.18442592
24779,L6 CT,0.21014334,0.11531868
171953,Endo,-0.13980924,-0.2723901
158486,Peri,-0.027743192,0.2597373
158491,L4/5 IT,-0.2271019,-0.04996358
149995,Sst,-0.16291271,0.11444006
8153,Endo,0.2512384,-0.2898432
8137,L6 CT,-0.18641667,0.3850154
186127,Peri,-0.15138458,0.20732737
172130,L4/5 IT,-0.009168174,-0.11435092
149986,L6b,0.2893418,0.12850356
172160,L4/5 IT,-0.17136978,-0.021532806
8110,Micro,0.045882802,0.16707975
189000,OPC,0.3648674,-0.008372592
181533,L6 CT,0.35309055,0.014992502
8178,Micro,0.20587142,-0.22392857
8085,L4/5 IT,-0.18654452,0.02222586
277617,Peri,0.18599728,-0.010081055
34444,Astro,0.045622732,-0.25786164
158499,L2/3 IT,-0.27548668,-0.073452055
189014,L4/5 IT,-0.07147205,-0.06889743
183905,Endo,-0.14757988,-0.19549921
16101,L2/3 IT,-0.3138316,0.002810277
34485,L6 CT,0.15833227,0.18084204
158510,Oligo,0.014008749,0.082540855
8044,L4/5 IT,-0.24495862,0.011488449
189023,VLMC,0.06669162,-0.4239552
189026,L5 IT,0.16187565,-0.028674277
34543,Endo,0.29842952,0.082474604
236284,L5 IT,0.31469268,-0.24100748
150032,L6 CT,-0.20255338,0.37301356
227459,L5 ET,-0.019600105,-0.066114575
227464,L2/3 IT,-0.27394345,-0.024562383
24776,L2/3 IT,0.0005318858,-0.3276638
8369,L6 CT,0.20411086,0.07907723
15962,Micro,-0.3232278,0.04566578
233606,Astro,-0.48798275,0.052485056
278878,L4/5 IT,-0.101465285,-0.13920859
254380,L6 IT,-0.075001545,0.24374682
150170,Vip,-0.039626718,-0.29651633
24759,OPC,-0.18059556,0.37776956
150164,L5 ET,0.2909858,-0.21810761
34183,L6 IT,0.13444893,0.08805573
8337,L6 IT,0.08458479,-0.0451158
181584,L5 IT,0.15680073,-0.01209471
34198,L4/5 IT,-0.15946396,-0.032862443
34207,Astro,-0.110187516,0.13263711
8294,L4/5 IT,-0.31283942,0.21049684
150130,Astro,-0.31626526,0.05036567
165300,Endo,0.22566454,-0.33123553
233597,VLMC,0.09905939,-0.44851258
24746,L6b,0.37097856,0.087045446
165270,L5 IT,-0.013339516,0.13018766
227504,Endo,-0.2432038,0.20988894
8197,L2/3 IT,-0.009284139,-0.29391143
274376,L2/3 IT,-0.056388292,-0.28424612
24738,L6 IT,0.36165437,-0.065833345
239638,L6 CT,0.2987237,-0.04359936
150085,L2/3 IT,-0.3820263,-0.0041119196
16008,L4/5 IT,-0.3233755,0.19916052
158349,L4/5 IT,-0.043060225,-0.21770784
227389,L6 IT,0.14454487,0.0016468968
165528,L2/3 IT,-0.22015478,-0.12989011
33566,OPC,-0.090688944,0.3936523
274619,PVM,0.1516627,0.30001855
170906,Sst,0.2671994,-0.13611044
239743,L4/5 IT,0.083525956,-0.24460861
247604,Oligo,0.2594237,0.15712908
188505,L6 IT,0.0158198,0.22579497
151348,Pvalb,0.07195704,-0.051168427
183684,L2/3 IT,-0.1025268,-0.22582191
9449,OPC,0.44243395,-0.12033996
181946,Peri,0.24828877,0.12743995
227965,L4/5 IT,-0.2945815,0.10846121
151300,L2/3 IT,-0.35807365,0.053268544
25479,L6 CT,-0.11027013,0.2413624
25489,L6b,0.24956919,0.1555709
165870,Sst,-0.16666357,0.006745059
247601,L4/5 IT,-0.016933786,-0.18714783
151280,L5 IT,-0.017740343,0.0851673
151274,Astro,-0.2546341,0.15879369
181926,L4/5 IT,-0.11984131,-0.058704525
227958,L6 IT,0.08271651,0.1603137
32831,L2/3 IT,-0.43346518,0.13664499
230427,Sst,-0.17821191,-0.24278468
32848,Astro,-0.4428935,-0.045114957
32855,L4/5 IT,0.15254574,-0.2599516
15557,L5 IT,0.29972342,-0.28665146
25469,L6 IT,0.35205263,-0.0817918
230431,L4/5 IT,-0.27328688,0.066613466
251684,L6 CT,0.34450316,-0.103355646
188488,L2/3 IT,-0.37964484,-0.029377023
165881,Micro,-0.42672238,-0.04135196
32784,L6 IT,0.4048749,-0.14164132
254155,L4/5 IT,0.19574186,-0.36946929
230341,VLMC,0.18126447,-0.5159686
32573,L2/3 IT,-0.29265127,-0.00025055744
15360,SMC,-0.05901023,0.00033718906
151586,PVM,0.19364175,-0.2486113
32594,L6 CT,0.119424686,0.19464436
230367,L6b,0.28763303,0.11811573
151523,Endo,0.26174632,-0.05354488
230368,L4/5 IT,-0.27340102,0.095510796
165931,L5/6 NP,0.1868096,-0.15113617
157582,PVM,-0.111006066,-0.24499136
165918,PVM,-0.19035053,0.06026379
235755,Endo,-0.02647355,0.25594172
235757,L6 CT,-0.10698287,0.4058399
32626,L5/6 NP,-0.09461632,0.1830455
15438,L2/3 IT,-0.35112214,0.083544575
32727,L5 IT,-0.13695082,0.29551703
9555,SMC,-0.2413151,0.15295157
230400,Astro,-0.19176312,-0.26015717
274624,Endo,0.19443387,-0.18711135
157605,Oligo,0.26266238,0.04978407
254184,Astro,-0.12360798,0.018034905
157643,L6 IT,0.25134164,-0.051183105
188453,Pvalb,0.051791754,0.09013042
9532,Pvalb,-0.124630585,-0.059269287
188462,L5 ET,0.14405204,-0.10167419
32783,L6 IT,-0.006330233,0.19041196
188551,L6 CT,0.34306893,0.013456244
25021,Endo,0.22576742,-0.14326963
165795,Endo,-0.13830511,0.15750739
151192,Astro,-0.023442578,0.46411186
235897,Peri,-0.11227976,0.33802637
275982,L6 CT,0.18692067,0.049373962
254258,L2/3 IT,0.10488249,-0.36015612
9119,Lamp5,-0.4312003,-0.026477832
277642,L6 CT,0.1881396,0.062573306
171260,L2/3 IT,-0.009093069,-0.30550364
165644,L2/3 IT,-0.4168936,0.041943565
183779,L2/3 IT,-0.38811496,-0.017145025
25073,Astro,0.3256472,-0.26987597
9057,L6 IT,-0.14797184,0.2893603
8997,L6 IT,0.37062138,-0.0711337
33279,Astro,-0.018816989,0.0626251
150903,PVM,0.03898329,0.4453229
230592,Endo,-0.027418993,0.4130356
181824,L4/5 IT,-0.07504877,-0.21244597
250684,L4/5 IT,-0.26281396,0.117671065
165576,L4/5 IT,0.18101892,-0.33704785
8959,L6 IT,-0.05489336,0.21032065
171427,Micro,-0.24266067,-0.043485366
15678,L2/3 IT,-0.16661981,-0.15704381
8940,L5/6 NP,0.09077582,-0.047207505
150749,OPC,-0.2021905,-0.21929237
33483,L2/3 IT,0.08971806,-0.3274684
171506,L6 CT,0.09406534,0.13148874
171531,L4/5 IT,-0.22713594,0.05317185
15715,Oligo,0.26619253,0.10462374
227797,Sst,-0.37504807,0.036002457
165654,L6 CT,0.11411877,0.0967082
15628,L2/3 IT,-0.10313779,-0.23631078
227832,Endo,-0.045390874,0.21816081
227912,L6 IT,0.06298357,0.23983338
151150,L5 ET,0.019916896,-0.04847446
9227,L5 ET,0.26445276,-0.13025007
32913,L6 IT,0.39555266,-0.19675964
32922,L6 CT,-0.15178916,0.3008883
151130,L5 IT,0.12188329,0.0683895
227897,L4/5 IT,-0.12657852,-0.15512702
183722,L5/6 NP,0.1661246,0.016610347
251713,L6 CT,-0.13980336,0.34322172
278695,L4/5 IT,0.1331517,-0.25929213
248863,Pvalb,-0.13594659,0.26213318
9177,Endo,-0.101835325,0.06581275
15597,L4/5 IT,0.17107934,-0.2425678
165691,L5 IT,-0.19093639,0.14063725
33120,L2/3 IT,-0.09021652,-0.28267914
9151,L5 ET,0.13508792,-0.08419296
151005,Oligo,0.095329285,0.2917639
254250,L4/5 IT,-0.17348771,0.06197288
275972,L6 IT,0.3222834,-0.22366714
165683,L5 ET,-0.08034791,0.022196911
171153,Lamp5,-0.4087709,0.032314125
150994,L6 CT,0.36087033,-0.043673504
9138,Endo,0.2994849,0.21665251
278723,L5 ET,-0.1416237,0.09640098
150993,L4/5 IT,-0.20161241,0.041286595
25176,L2/3 IT,-0.192324,0.17114043
9131,L4/5 IT,0.047754433,-0.17043889
9247,L5/6 NP,-0.13625309,0.2724728
170744,L6 CT,0.3617508,0.0193182
24628,L6 CT,0.27259597,0.042324327
149855,L6 CT,0.38859132,-0.101354666
173390,L5 ET,0.015590481,-0.012588719
148525,L4/5 IT,-0.2683678,0.10602187
236767,Pvalb,-0.031523645,-0.04438793
240545,Micro,0.056924235,0.2566259
16790,Endo,-0.3043424,-0.16948679
36067,L2/3 IT,0.18268175,-0.4022951
173432,L2/3 IT,-0.15804644,-0.13206391
159153,Astro,0.24989672,0.19181335
254634,Endo,-0.16023774,0.23117244
279182,Endo,-0.27531347,0.21020737
241316,Endo,-0.37611166,-0.09894945
252863,L4/5 IT,-0.32383123,0.16570687
189460,L4/5 IT,0.027975637,-0.15436363
239513,Endo,-0.1218459,-0.29149827
236845,L4/5 IT,-0.059190117,-0.12459951
236846,L5 ET,0.09130226,-0.14252499
36177,L4/5 IT,-0.1834055,-0.026473377
6451,Peri,0.051828403,0.31509307
274008,Endo,0.22103886,-0.1019585
274001,Lamp5,-0.20920761,0.16930467
36218,L6 CT,0.2801268,0.096937604
236866,L6 CT,0.12805402,0.13743523
36305,Endo,0.015010484,-0.0381348
148343,L4/5 IT,0.21251549,-0.3243695
226678,Pvalb,-0.15028685,0.21574548
16823,Astro,0.41692415,0.12353069
181113,Oligo,-0.04613922,0.41681612
164614,L6 IT,-0.0829076,0.24638098
148527,L2/3 IT,-0.29144466,-0.11418722
274053,Astro,0.046199087,-0.07526459
7033,OPC,0.027889196,-0.34291774
148862,Pvalb,-0.21862236,0.025484677
148857,L5 IT,-0.0045214556,0.12192372
24234,L5 ET,0.21591078,-0.20791984
248630,L4/5 IT,-0.20477322,0.0012268033
158953,L6 CT,-0.10338021,0.39573038
35640,Astro,-0.44077387,0.031213552
148810,Oligo,0.19026661,0.099662535
35674,Astro,0.020577531,0.4135107
173204,Endo,0.016223565,-0.060028005
7004,Vip,-0.29966363,0.049247675
24127,L6 IT,0.06726356,0.06192445
173215,Oligo,0.10886824,0.16779834
277494,L6 CT,0.27441332,-0.01534996
274087,L6 IT,-0.0021221861,0.31684124
181193,Oligo,0.3645849,0.12886015
279149,L4/5 IT,-0.14831507,0.038859352
181190,L4/5 IT,-0.33412296,0.23484114
6911,Oligo,0.048849557,0.43461484
35832,L6 CT,0.37611625,0.027000029
23991,L6 CT,-0.01936482,0.25602946
35878,Astro,0.33766937,-0.25505933
23990,Endo,-0.2332418,0.0529202
16783,L2/3 IT,-0.26501238,-0.0006095525
173309,L6 IT,-0.06311235,0.31523496
164632,Oligo,0.33035848,0.15644875
23889,L6 CT,0.2178296,0.13988361
230976,L6 CT,0.44736782,-0.12473272
7037,L2/3 IT,-0.08576022,-0.21002537
226668,Vip,-0.04639626,-0.3181211
185888,L4/5 IT,-0.18905777,-0.0030800607
233301,OPC,0.35261583,0.08083228
173733,L4/5 IT,0.13259022,-0.21677822
226567,L5 IT,-0.25679487,0.2081126
233268,OPC,-0.46307367,-0.026046721
189625,Oligo,0.44584164,0.013749618
17216,L2/3 IT,0.16413093,-0.43384027
23546,Endo,0.17524616,0.114516415
6019,Micro,-0.046635274,-0.28807777
5982,L5/6 NP,0.03052814,0.07556073
23529,L4/5 IT,-0.19394252,0.031965304
17250,L5 IT,0.28281334,-0.13114601
164428,L4/5 IT,0.16423683,-0.22765052
36677,L4/5 IT,0.02906229,-0.13979506
237000,Vip,0.13974601,-0.27985504
5933,L5 ET,0.19543716,-0.22088864
173822,L5 IT,-0.14550264,0.3526735
273877,L6 IT,0.320073,0.013743971
231122,PVM,-0.24209373,0.15732667
254757,SMC,-0.31077927,0.15504646
189660,L5 IT,0.28275043,-0.18541136
17271,Endo,0.21254595,-0.08816937
147916,L4/5 IT,-0.19400947,-0.046794392
36802,L6 CT,0.24397217,0.052449837
241366,Oligo,-0.08691551,0.25692818
173865,L2/3 IT,0.00285317,-0.3098505
273872,Oligo,0.24852695,0.20391408
180974,L5 IT,-0.20405607,0.37978265
273895,Astro,-0.05725323,-0.3356722
254714,Endo,0.14167371,-0.05362109
247436,L2/3 IT,0.067854926,-0.25159803
159239,L6 CT,-0.03903207,0.15474144
173509,L5 IT,0.015445229,0.109976985
159261,Oligo,0.45069012,0.011047877
276166,L5 ET,0.026347037,-0.057716332
279260,L5 IT,0.3378287,-0.24594796
173552,L5/6 NP,0.1920509,-0.014138016
36411,Astro,0.13037284,0.042199887
36418,L6 CT,0.04690483,0.27951682
277465,L5 IT,0.0890875,0.008842863
148280,L5 ET,0.091933355,-0.14571574
277462,L4/5 IT,-0.11648907,-0.038400233
148240,L4/5 IT,-0.140679,-0.0014658216
6262,Peri,0.046949442,0.052409425
164550,Astro,-0.29522422,0.2727895
148198,Oligo,0.44308493,-0.084373966
148150,L2/3 IT,0.12465906,-0.3250077
17006,L6 CT,0.20057347,0.015296239
189576,Micro,0.2272896,-0.002907293
159315,L5 IT,0.2911864,-0.24138847
23730,Astro,-0.014923053,-0.3743655
36523,Oligo,0.30698702,0.18449715
231017,Endo,-0.12615666,-0.012949048
164496,L6 CT,0.25396004,0.057045132
236939,L5 IT,0.2617474,-0.21195099
6142,L4/5 IT,-0.14608605,-0.062526986
36557,Peri,-0.07073575,0.23517138
189587,Oligo,-0.09202624,0.28828922
230981,L6 CT,-0.16892669,0.38619554
189046,L2/3 IT,-0.16921839,-0.09053478
173178,L6 CT,0.17433892,0.19196102
7071,Peri,0.067570105,0.17582014
149628,PVM,0.07206486,-0.42897546
34814,OPC,-0.15445948,-0.28798282
158645,L2/3 IT,-0.3077284,0.017414555
172405,L2/3 IT,-0.19992907,0.13930506
34834,Astro,-0.37737453,0.05579847
7901,Astro,0.30870065,0.18129152
24487,L6 CT,0.09199256,0.07081264
34835,Peri,0.14052579,-0.41475213
172486,L2/3 IT,-0.033971276,-0.26696995
158668,L4/5 IT,0.14664471,-0.23048005
149553,L6 IT,0.17490956,0.049678944
165062,Micro,-0.034925036,0.43311787
149632,L4/5 IT,-0.21081457,0.0287081
236429,L2/3 IT,-0.42260766,0.13298798
279012,Peri,0.35619563,0.027355712
277581,L2/3 IT,-0.22229232,-0.19206703
247499,L6 CT,0.25656137,0.0819842
252895,L2/3 IT,-0.32531422,-0.010421978
186060,L6 CT,-0.06391975,0.26303965
274280,L6 IT,0.086382404,0.109958015
227223,L2/3 IT,-0.0121508725,-0.31436455
149503,Oligo,0.3829484,-0.06615849
227212,L5/6 NP,0.059936117,0.08356251
227201,Endo,-0.25530764,-0.002662357
149472,Endo,0.3201989,-0.13739349
7767,L5 ET,-0.21610889,0.20020127
158732,Oligo,0.06004278,0.29871446
7929,L2/3 IT,-0.32722387,-0.08744638
7941,Oligo,0.103258535,0.38623977
34770,Peri,0.18134752,-0.39567763
247514,L4/5 IT,-0.086491175,-0.06017419
186104,Oligo,0.35887918,0.073630616
24568,L4/5 IT,-0.0478694,-0.22969684
181498,VLMC,-0.22236954,-0.2674547
189058,L2/3 IT,-0.26907197,0.007868309
16178,L6 IT,0.1822225,0.027174078
227354,OPC,0.21821003,0.18798706
149829,L6 CT,-0.07469474,0.16217008
227340,L5 IT,-0.11823471,0.33407053
172284,L6 CT,0.22159435,0.016671129
24561,L4/5 IT,0.087860554,-0.31060675
34585,L5 IT,0.06666657,-0.08296761
149794,L2/3 IT,0.03692993,-0.32611507
16194,L4/5 IT,-0.29687935,0.12213997
24556,Vip,0.11785774,-0.21727887
149755,L5 ET,0.31150034,-0.21538937
7990,Oligo,0.3329717,-0.12668817
158607,Pvalb,0.036467586,0.21157217
24504,L6 CT,0.2851025,-0.17562634
189099,L5 IT,0.12833206,0.094705746
227291,L5 ET,-0.037172876,0.1479421
236328,L6 CT,0.16417344,0.11388228
7986,L2/3 IT,-0.30845124,-0.091044806
250504,L2/3 IT,-0.11107394,-0.22929817
7960,Pvalb,0.43997696,-0.1306788
24503,L5 ET,0.06448759,0.00029805303
172397,L6 CT,0.033793528,0.17081082
181408,L6 CT,0.17242792,0.20930749
173164,Peri,0.03869788,0.115568735
172629,Oligo,0.19195068,0.20607114
149456,SMC,-0.012308154,0.09475205
230817,L6 IT,0.26160178,-0.09760579
236618,L2/3 IT,-0.25088677,-0.15700191
236628,L5 IT,-0.08877666,0.17254391
16509,L2/3 IT,-0.3557693,0.023629095
35454,L4/5 IT,0.19874446,-0.27055246
35483,L2/3 IT,-0.29442364,0.03147198
172976,L5 IT,0.043558877,-0.039319154
189298,Oligo,-0.26922178,-0.2158136
35493,VLMC,-0.43637064,-0.065852545
189303,Pvalb,0.17158778,0.021573886
7180,Astro,0.4539592,0.12999558
149120,L2/3 IT,-0.16671923,-0.16043767
227050,L5 IT,0.1341258,-0.14329505
241272,Astro,-0.06697115,-0.36040315
16565,Peri,-0.19471422,0.29479343
149033,Oligo,-0.14271647,0.034794144
158894,L6 CT,0.106353655,0.07265635
189329,Peri,-0.40685415,-0.07140077
173022,L6b,0.08320932,0.2897696
24274,L4/5 IT,-0.009658899,-0.1869404
181273,L4/5 IT,-0.14525159,-0.011086926
277513,L5 ET,0.09202789,-0.05555539
7110,L6 CT,0.3465164,0.0013824478
233405,L4/5 IT,-0.24745707,0.06587458
158909,L5 IT,0.27361816,-0.24035317
148917,Micro,-0.29217649,0.018506378
277518,L6 CT,0.38181823,0.007865921
227066,L5 ET,-0.16096282,0.14761388
172909,L5 ET,0.17051075,-0.056584284
35346,L4/5 IT,-0.2457507,0.13340187
7677,Astro,-0.16923504,0.033466823
24442,L6 IT,0.1622105,0.10147869
189215,L4/5 IT,-0.18338053,-0.07773117
236496,L5 IT,0.023543809,0.014234651
189222,L4/5 IT,-0.10178037,-0.1260046
276081,Endo,-0.22367164,0.10532085
172754,L2/3 IT,-0.30031794,-0.068307415
233478,L5 ET,0.23390658,-0.23446128
16450,L5 ET,-0.064069614,0.021851007
248981,Astro,0.006282255,-0.16079503
35232,L5 IT,0.20284078,-0.26419926
35258,L2/3 IT,-0.42817178,0.018375326
236571,L4/5 IT,-0.078847736,-0.08736043
227098,L6 IT,0.31007308,-0.23208499
7347,L5 ET,-0.1998675,0.28534338
16463,L4/5 IT,-0.2708896,0.073463246
7310,L6 CT,-0.08173554,0.21502373
7308,Micro,-0.031033494,-0.3697696
16494,L6 CT,0.3251392,-0.097063206
236603,L4/5 IT,0.20666318,-0.33715773
248983,Sst,-0.31954756,-0.033583436
172893,L6 CT,0.08281137,0.23932302
189263,L4/5 IT,-0.18801074,-0.06340703
35301,L6 CT,0.3539808,-0.18809035
164886,Oligo,-0.003876239,0.3542976
172899,Micro,-0.12834805,-0.27092838
149297,Endo,-0.06807246,-0.07296272
7748,L4/5 IT,-0.23270883,0.07054899
32534,Pvalb,-0.020845754,0.38640597
254149,L5/6 NP,-0.2175419,0.21458164
170736,Peri,-0.07485781,-0.25325415
27052,L6 CT,-0.13028832,0.36163253
29627,Astro,-0.421067,-0.042666998
14296,L6 CT,0.24267806,0.05626849
14305,L2/3 IT,-0.21852176,-0.17846194
14332,L2/3 IT,-0.4116992,0.13608196
168641,L6 CT,-0.027885782,0.18404257
168649,L4/5 IT,-0.14601447,-0.16904601
12404,Endo,0.10701488,0.08763459
168663,L4/5 IT,0.19382046,-0.2799505
166926,OPC,0.014839005,0.02205443
275166,Oligo,0.10031921,0.29065943
154076,VLMC,-0.45360222,-0.047810666
234787,Endo,0.23226394,0.05105958
240932,L2/3 IT,-0.33711267,0.07809805
248723,L4/5 IT,-0.25756747,0.14759403
166923,Pvalb,-0.08060929,0.18028006
187583,L2/3 IT,-0.36574778,0.042120792
168711,VLMC,-0.034380592,-0.37609532
26986,L5 IT,-0.06213568,0.09868816
168720,OPC,0.014507424,-0.345954
168745,L2/3 IT,-0.19386384,-0.22934872
168746,L5 IT,0.25955573,-0.11626748
240943,L6 CT,0.26657882,-0.06017555
12278,L6 CT,0.029116672,0.1842741
234863,L5 IT,0.24701296,-0.30163077
